rhea_participant	pred	xrefs	chebi	chebi label	ambigs	ambigs label	ambig_relations	inchitest
cyanidin 3-O-[6-O-(4-O-beta-D-glucosyl-p-coumaroyl)-2-O-(beta-D-xylosyl)-beta-D-glucosyl]-5-O-(6-O-malonyl-beta-D-glucoside)	related	UniProt	CHEBI:72650	cyanidin 3-O-[6-O-(4-O-beta-D-glucosyl-p-coumaroyl)-2-O-(beta-D-xylosyl)-beta-D-glucosyl]-5-O-(6-O-malonyl-beta-D-glucoside)(1-)	label+http://purl.obolibrary.org/obo/CHEBI_72705		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cyanidin 3-O-[6-O-(6-O-4-hydroxycinnamoyl-beta-D-glucosyl)-2-O-beta-D-xylosyl-beta-D-galactoside]	related	UniProt	CHEBI:77931	cyanidin 3-O-{6-O-[6-O-(4-coumaroyl)-beta-D-glucosyl]-2-O-beta-D-xylosyl-beta-D-galactoside}(1-)				different_inchikeys
cyanidin 3-O-[beta-D-xylosyl-(1->2)-beta-D-galactoside]	related	UniProt	CHEBI:71516	cyanidin 3-O-[beta-D-xylosyl-(1->2)-beta-D-galactoside](1-)	label+http://purl.obolibrary.org/obo/CHEBI_71587		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cyanidin 3-O-beta-D-galactoside	related	UniProt	CHEBI:77935	cyanidin 3-O-beta-D-galactoside(1-)	label+http://purl.obolibrary.org/obo/CHEBI_27475		no_relationship	same_inchikey
cyanidin 3-O-beta-D-glucoside	related	UniProt	CHEBI:77857	cyanidin 3-O-beta-D-glucoside(1-)	label+http://purl.obolibrary.org/obo/CHEBI_28426		no_relationship	same_inchikey
cyanidin 3-O-rutinoside	related	UniProt	CHEBI:58546	cyanidin 3-O-rutinoside betaine	label+http://purl.obolibrary.org/obo/CHEBI_28064		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cyanidin 3-O-rutinoside 5-O-beta-D-glucoside	related	UniProt	CHEBI:57830	cyanidin 3-O-rutinoside 5-O-beta-D-glucoside betaine	label+http://purl.obolibrary.org/obo/CHEBI_16596		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cyanocob(III)alamin	exact	IUPAC|UniProt	CHEBI:17439	cyanocob(III)alamin				different_inchikeys
cyanurate	related	UniProt	CHEBI:38028	cyanuric acid				different_inchikeys
cycasin	exact	UniProt	CHEBI:17074	cycasin				different_inchikeys
cyclic 2,3-bisphospho-D-glycerate	related	UniProt	CHEBI:79081	cyclic 2,3-bisphospho-D-glycerate(3-)				different_inchikeys
cyclic ADP-ribose	related	UniProt	CHEBI:73672	cyclic ADP-ribose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_31445		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cyclic G(2'-5')pA(3'-5')p	related	UniProt	CHEBI:78624	c[G(2',5')pA(3',5')p](2-)				different_inchikeys
cyclic G(3'-5')pA(3'-5')p	related	UniProt	CHEBI:71501	c-GMP-AMP(2-)				different_inchikeys
cyclic dehypoxanthinylfutalosinate	related	ChEBI|UniProt	CHEBI:64270	cyclic dehypoxanthinylfutalosinate(1-)				different_inchikeys
cyclic di-3',5'-guanylate	related	ChEBI|UniProt	CHEBI:58805	c-di-GMP(2-)				different_inchikeys
cyclic pyranopterin phosphate	related	UniProt	CHEBI:59648	precursor Z(1-)				different_inchikeys
cyclo(L-leucyl-L-leucyl)	exact	UniProt	CHEBI:67269	cyclo(L-leucyl-L-leucyl)				different_inchikeys
cyclo(L-phenylalanyl-L-leucyl)	exact	UniProt	CHEBI:71608	cyclo(L-phenylalanyl-L-leucyl)				different_inchikeys
cyclo(L-tyrosyl-L-tyrosyl)	exact	UniProt	CHEBI:65063	cyclo(L-tyrosyl-L-tyrosyl)				different_inchikeys
cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl]	related	UniProt	CHEBI:71618	cyclo(dehydrophenylalanyl-L-leucyl)				different_inchikeys
cycloaraneosene	exact	UniProt	CHEBI:138247	cycloaraneosene				different_inchikeys
cycloartenol	exact	UniProt	CHEBI:17030	cycloartenol				different_inchikeys
cyclobis-(1->3)-alpha-isomaltosyl	related	SUBMITTER|UniProt	CHEBI:136822	cyclobis-(1->6)-alpha-nigerosyl				different_inchikeys
cycloeucalenol	exact	UniProt	CHEBI:16653	cycloeucalenol				different_inchikeys
cyclohex-1-ene-1-carbonyl-CoA	related	UniProt	CHEBI:76270	cyclohex-1-ene-1-carbonyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_28005		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cyclohex-2-enone	exact	UniProt	CHEBI:15977	cyclohex-2-enone				different_inchikeys
cyclohexa-1,5-diene-1-carbonyl-CoA	related	UniProt	CHEBI:57374	cyclohexa-1,5-diene-1-carbonyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_15520		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cyclohexan-1,2-dione	related	UniProt	CHEBI:41674	cyclohexane-1,2-dione				different_inchikeys
cyclohexane-1,3-dione	exact	IUPAC|UniProt	CHEBI:17766	cyclohexane-1,3-dione				different_inchikeys
cyclohexane-1-carbonyl-CoA	related	UniProt	CHEBI:76271	cyclohexane-1-carbonyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_28557		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cyclohexanol	exact	IUPAC|UniProt	CHEBI:18099	cyclohexanol				different_inchikeys
cyclohexanone	exact	IUPAC|UniProt	CHEBI:17854	cyclohexanone				different_inchikeys
cyclohexyl isocyanide	related	UniProt	CHEBI:58334	cyclohexyl isocyanide(1+)	label+http://purl.obolibrary.org/obo/CHEBI_17966		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
cyclohexylamine	related	UniProt	CHEBI:42939	cyclohexylammonium	label+http://purl.obolibrary.org/obo/CHEBI_15773		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
cyclohexylsulfamate	exact	IUPAC|UniProt	CHEBI:57592	cyclohexylsulfamate				different_inchikeys
cyclooctat-9-en-7-ol	exact	UniProt	CHEBI:78352	cyclooctat-9-en-7-ol				different_inchikeys
cyclooctat-9-ene-5,7-diol	related	UniProt	CHEBI:141020	cyclooctat-9-en-5,7-diol				different_inchikeys
cyclooctatin	exact	UniProt	CHEBI:78370	cyclooctatin				different_inchikeys
cyclopentanol	exact	IUPAC|UniProt	CHEBI:16133	cyclopentanol				different_inchikeys
cyclopentanone	exact	IUPAC|UniProt	CHEBI:16486	cyclopentanone				different_inchikeys
cyclopeptine	exact	UniProt	CHEBI:71320	cyclopeptine				different_inchikeys
cysteamine	related	UniProt	CHEBI:58029	cysteaminium	label+http://purl.obolibrary.org/obo/CHEBI_17141		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
cysteamine S-phosphate	related	UniProt	CHEBI:74631	cysteamine S-phosphate(2-)	label+http://purl.obolibrary.org/obo/CHEBI_74951		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cytidine	exact	IUPAC|UniProt	CHEBI:17562	cytidine				different_inchikeys
cytidine 2'-phosphate	related	UniProt	CHEBI:77766	cytidine 2'-phosphate(2-)	label+http://purl.obolibrary.org/obo/CHEBI_28507		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
cytidine 3'-phospho-5'-diphosphoramidate	related	UniProt	CHEBI:141584	cytidine 3'-phospho-5'-diphosphoramidate(4-)				different_inchikeys
cytidine 5'-diphosphoramidate	related	UniProt	CHEBI:141582	cytidine 5'-diphosphoramidate(2-)				different_inchikeys
cytochalasin Z16	exact	UniProt	CHEBI:87839	cytochalasin Z16				different_inchikeys
cytosine	exact	UniProt	CHEBI:16040	cytosine				different_inchikeys
dADP	related	UniProt	CHEBI:57667	dADP(3-)	exact+http://purl.obolibrary.org/obo/CHEBI_16174|label+http://purl.obolibrary.org/obo/CHEBI_16174	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dAMP	related	UniProt	CHEBI:58245	2'-deoxyadenosine 5'-monophosphate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_17713		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dATP	related	UniProt	CHEBI:61404	dATP(4-)	exact+http://purl.obolibrary.org/obo/CHEBI_16284|label+http://purl.obolibrary.org/obo/CHEBI_16284	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dCDP	related	UniProt	CHEBI:58593	dCDP(3-)	exact+http://purl.obolibrary.org/obo/CHEBI_28846|label+http://purl.obolibrary.org/obo/CHEBI_28846	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dCMP	related	UniProt	CHEBI:57566	2'-deoxycytosine 5'-monophosphate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_15918		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dCTP	related	UniProt	CHEBI:61481	dCTP(4-)	exact+http://purl.obolibrary.org/obo/CHEBI_16311|label+http://purl.obolibrary.org/obo/CHEBI_16311	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dGDP	related	UniProt	CHEBI:58595	dGDP(3-)	exact+http://purl.obolibrary.org/obo/CHEBI_28862|label+http://purl.obolibrary.org/obo/CHEBI_28862	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dGMP	related	UniProt	CHEBI:57673	2'-deoxyguanosine 5'-monophosphate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_16192		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dGTP	related	UniProt	CHEBI:61429	dGTP(4-)	exact+http://purl.obolibrary.org/obo/CHEBI_16497|label+http://purl.obolibrary.org/obo/CHEBI_16497	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dIDP	related	ChEBI|UniProt	CHEBI:62286	2'-deoxyinosine 5'-diphosphate(3-)	related+http://purl.obolibrary.org/obo/CHEBI_28823		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dIMP	related	UniProt	CHEBI:61194	2'-deoxyinosine 5'-phosphate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_28806		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dITP	related	UniProt	CHEBI:61382	dITP(4-)	label+http://purl.obolibrary.org/obo/CHEBI_28807		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP	related	UniProt	CHEBI:58369	dTDP(3-)	exact+http://purl.obolibrary.org/obo/CHEBI_18075|label+http://purl.obolibrary.org/obo/CHEBI_18075	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose	related	UniProt	CHEBI:77142	dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_77280		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose	related	UniProt	CHEBI:88119	dTDP-2,3-dehydro-2,6-dideoxy-4-keto-alpha-D-glucose(2-)				different_inchikeys
dTDP-2-deoxy-beta-L-fucose	related	UniProt	CHEBI:78302	dTDP-2-deoxy-beta-L-fucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_79173		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose	related	UniProt	CHEBI:84540	dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_85369		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose	related	UniProt	CHEBI:63676	dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_63743		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose	related	UniProt	CHEBI:63262	dTDP-3-azaniumyl-3,4,6-trideoxy-alpha-D-glucose(1-)	exact+http://purl.obolibrary.org/obo/CHEBI_10502|label+http://purl.obolibrary.org/obo/CHEBI_10502	|	no_relationship	same_inchikey
dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose	related	UniProt	CHEBI:63305	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose(1-)	label+http://purl.obolibrary.org/obo/CHEBI_63286		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-3-amino-3,6-dideoxy-alpha-D-glucose	related	UniProt	CHEBI:63265	dTDP-3-azaniumyl-3,6-dideoxy-alpha-D-glucose(1-)	label+http://purl.obolibrary.org/obo/CHEBI_63264		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-3-dehydro-4,6-dideoxy-alpha-D-glucose	related	UniProt	CHEBI:76280	dTDP-3-dehydro-4,6-dideoxy-alpha-D-glucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_27645		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-3-dehydro-6-deoxy-alpha-D-galactose	related	UniProt	CHEBI:63303	dTDP-3-dehydro-6-deoxy-alpha-D-galactose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_63302		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-3-dehydro-6-deoxy-alpha-D-glucose	related	UniProt	CHEBI:63269	dTDP-3-dehydro-6-deoxy-alpha-D-glucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_27678		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose	related	UniProt	CHEBI:90946	dTDP-4-(methylammonio)-2,3,4,6-tetradeoxy-alpha-D-glucose(1-)	related+http://purl.obolibrary.org/obo/CHEBI_131522		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-O-demethyl-beta-L-noviose	related	UniProt	CHEBI:74153	dTDP-5,5-di-C-methyl-beta-L-lyxose(2-)	related+http://purl.obolibrary.org/obo/CHEBI_32333		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-acetamido-4,6-dideoxy-D-galactose	related	UniProt	CHEBI:61562	dTDP-4-acetamido-4,6-dideoxy-D-galactose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_61661		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose	related	UniProt	CHEBI:68493	dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_68518		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-acetamido-4,6-dideoxy-alpha-D-glucose	related	UniProt	CHEBI:68675	dTDP-4-acetamido-4,6-dideoxy-alpha-D-glucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_68677		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-amino-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose	related	UniProt	CHEBI:90945	dTDP-4-ammonio-2,3,4,6-tetradeoxy-alpha-D-glucose(1-)				different_inchikeys
dTDP-4-amino-4,6-dideoxy-D-galactose	related	UniProt	CHEBI:57596	dTDP-4-amino-4,6-dideoxy-D-galactose(1-)	label+http://purl.obolibrary.org/obo/CHEBI_15972|related+http://purl.obolibrary.org/obo/CHEBI_68516	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
dTDP-4-amino-4,6-dideoxy-D-glucose	related	UniProt	CHEBI:57582	dTDP-4-amino-4,6-dideoxy-D-glucose(1-)	exact+http://purl.obolibrary.org/obo/CHEBI_15952|label+http://purl.obolibrary.org/obo/CHEBI_15952|related+http://purl.obolibrary.org/obo/CHEBI_68523	||	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
dTDP-4-amino-4,6-dideoxy-alpha-D-galactose	related	UniProt	CHEBI:68492	dTDP-4-amino-4,6-dideoxy-alpha-D-galactose(1-)	label+http://purl.obolibrary.org/obo/CHEBI_68516		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-amino-4,6-dideoxy-alpha-D-glucose	related	UniProt	CHEBI:68501	dTDP-4-amino-4,6-dideoxy-alpha-D-glucose(1-)	label+http://purl.obolibrary.org/obo/CHEBI_68523		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-dehydro-2,3,6-trideoxy-alpha-D-hexopyranose	related	UniProt	CHEBI:90944	dTDP-4-dehydro-2,3,6-trideoxy-alpha-D-glucose(2-)				different_inchikeys
dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose	related	UniProt	CHEBI:84537	dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_85368		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-dehydro-6-deoxy-D-galactose	related	UniProt	CHEBI:57837	dTDP-4-dehydro-6-deoxy-D-galactose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_16620|related+http://purl.obolibrary.org/obo/CHEBI_16128	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of|no_relationship	different_inchikeys
dTDP-4-dehydro-6-deoxy-alpha-D-allose	related	UniProt	CHEBI:76253	dTDP-4-dehydro-6-deoxy-alpha-D-gulose(2-)	related+http://purl.obolibrary.org/obo/CHEBI_76289		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-dehydro-6-deoxy-alpha-D-glucose	related	UniProt	CHEBI:57649	dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_16128|label+http://purl.obolibrary.org/obo/CHEBI_16128	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-dehydro-beta-L-rhamnose	related	UniProt	CHEBI:62830	dTDP-4-dehydro-beta-L-rhamnose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_45868		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-4-formamido-4,6-dideoxy-alpha-D-glucose	related	UniProt	CHEBI:138034	dTDP-4-formamido-4,6-dideoxy-alpha-D-glucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_138660		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-6-deoxy-alpha-D-allose	related	UniProt	CHEBI:74143	dTDP-6-deoxy-alpha-D-allose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_29726		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-6-deoxy-beta-L-talose	related	UniProt	CHEBI:68576	dTDP-6-deoxy-beta-L-talose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_68679		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-D-fucose	related	UniProt	CHEBI:58172	dTDP-D-fucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_17510|related+http://purl.obolibrary.org/obo/CHEBI_73950	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
dTDP-D-galactose	related	UniProt	CHEBI:57275	dTDP-D-galactose(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_14086|label+http://purl.obolibrary.org/obo/CHEBI_14086	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-D-galacturonate	related	UniProt	CHEBI:58081	dTDP-D-galacturonate(3-)	related+http://purl.obolibrary.org/obo/CHEBI_17262		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-D-ravidosamine	related	UniProt	CHEBI:63304	dTDP-D-ravidosamine(1-)	label+http://purl.obolibrary.org/obo/CHEBI_63202		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-L-dihydrostreptose	related	UniProt	CHEBI:57631	dTDP-L-dihydrostreptose(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_16081|label+http://purl.obolibrary.org/obo/CHEBI_16081	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-N-hydroxy-beta-L-evernosamine	related	UniProt	CHEBI:77143	dTDP-N-hydroxy-beta-L-evernosamine(2-)	label+http://purl.obolibrary.org/obo/CHEBI_77281		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-alpha-D-desosamine	related	UniProt	CHEBI:63260	dTDP-alpha-D-desosamine(1-)	exact+http://purl.obolibrary.org/obo/CHEBI_27948|label+http://purl.obolibrary.org/obo/CHEBI_27948	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-alpha-D-forosamine	related	UniProt	CHEBI:90947	dTDP-alpha-D-forosamine(1-)	label+http://purl.obolibrary.org/obo/CHEBI_81463		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-alpha-D-fucofuranose	related	UniProt	CHEBI:76275	dTDP-alpha-D-fucofuranose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_76295		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-alpha-D-fucose	related	UniProt	CHEBI:73933	dTDP-alpha-D-fucose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_73950		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-alpha-D-glucose	related	UniProt	CHEBI:57477	dTDP-alpha-D-glucose(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_15700|label+http://purl.obolibrary.org/obo/CHEBI_15700	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-alpha-D-mycaminose	related	UniProt	CHEBI:63268	dTDP-alpha-D-mycaminose(1-)	label+http://purl.obolibrary.org/obo/CHEBI_29728		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-beta-L-4-epi-vancosamine	related	UniProt	CHEBI:75957	dTDP-beta-L-4-epi-vancosamine(1-)	label+http://purl.obolibrary.org/obo/CHEBI_76056		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-beta-L-daunosamine	related	UniProt	CHEBI:85417	dTDP-beta-L-daunosamine(1-)	exact+http://purl.obolibrary.org/obo/CHEBI_32340|label+http://purl.obolibrary.org/obo/CHEBI_32340	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-beta-L-evernitrose	related	UniProt	CHEBI:77141	dTDP-beta-L-evernitrose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_77269		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-beta-L-evernosamine	related	UniProt	CHEBI:77144	dTDP-beta-L-evernosamine(1-)	label+http://purl.obolibrary.org/obo/CHEBI_77285		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-beta-L-mycarose	related	UniProt	CHEBI:76814	dTDP-beta-L-mycarose(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_10525|label+http://purl.obolibrary.org/obo/CHEBI_10525	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-beta-L-rhamnose	related	UniProt	CHEBI:57510	dTDP-6-deoxy-beta-L-mannose(2-)	label+http://purl.obolibrary.org/obo/CHEBI_15774		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTDP-beta-L-rhodosamine	related	UniProt	CHEBI:78301	dTDP-beta-L-rhodosamine(1-)	label+http://purl.obolibrary.org/obo/CHEBI_79171		direct_subClassOf	same_inchikey
dTDP-beta-L-vancosamine	related	UniProt	CHEBI:76839	dTDP-beta-L-vancosamine(1-)	label+http://purl.obolibrary.org/obo/CHEBI_32336		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTMP	related	UniProt	CHEBI:63528	dTMP(2-)	label+http://purl.obolibrary.org/obo/CHEBI_17013		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dTTP	related	UniProt	CHEBI:37568	dTTP(4-)	exact+http://purl.obolibrary.org/obo/CHEBI_18077|label+http://purl.obolibrary.org/obo/CHEBI_18077	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dUDP	related	UniProt	CHEBI:60471	dUDP(3-)	exact+http://purl.obolibrary.org/obo/CHEBI_28850|label+http://purl.obolibrary.org/obo/CHEBI_28850	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dUMP	related	UniProt	CHEBI:246422	dUMP(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_17622|label+http://purl.obolibrary.org/obo/CHEBI_17622	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dUTP	related	UniProt	CHEBI:61555	dUTP(4-)	exact+http://purl.obolibrary.org/obo/CHEBI_17625|label+http://purl.obolibrary.org/obo/CHEBI_17625	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
daidzein	related	UniProt	CHEBI:77764	daidzein(1-)	label+http://purl.obolibrary.org/obo/CHEBI_28197		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
daidzein 7-O-beta-D-glucoside	exact	UniProt	CHEBI:42202	daidzein 7-O-beta-D-glucoside				different_inchikeys
dalnigrein	related	UniProt	CHEBI:83859	dalnigrein(1-)	label+http://purl.obolibrary.org/obo/CHEBI_55551		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dalnigrein beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside	exact	UniProt	CHEBI:55550	dalnigrein beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside				different_inchikeys
dalpatein	related	UniProt	CHEBI:83856	dalpatein(1-)	label+http://purl.obolibrary.org/obo/CHEBI_55549		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
dalpatein beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside	exact	UniProt	CHEBI:55467	dalpatein beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside				different_inchikeys
dammara-20,24-diene	exact	IUPAC|UniProt	CHEBI:62447	dammara-20,24-diene				different_inchikeys
dammarenediol-II	exact	UniProt	CHEBI:62416	dammarenediol-II				different_inchikeys
dapdiamide A	related	UniProt	CHEBI:84320	dapdiamide A zwitterion	label+http://purl.obolibrary.org/obo/CHEBI_85330		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
dapdiamide B	related	UniProt	CHEBI:84321	dapdiamide B zwitterion	label+http://purl.obolibrary.org/obo/CHEBI_85332		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
